#,Token,Symbol,Address,Reputation,Labels,Symbol_lower,Rank,Asset,Symbol_y,Price,Marketcap,Category,Sector,Tags,similarity,type,Category_clean,duplicated
1171,Covesting,COV,0xada86b1b313d1d5267e3fc0bb303f0a2b66d0ea7,,,cov,,,,,,,,,0,,,
1172,Bondly,BONDLY,0x91dfbee3965baaee32784c2d546b7a0c62f268c9,,,bondly,,,,,,,,,0,,,
1173,Hot Cross Token,HOTCROSS,0x4297394c20800e8a38a619a243e9bbe7681ff24e,,,hotcross,,,,,,,,,0,,,
1174,WASSIE,WASSIE,0x2c95d751da37a5c1d9c5a7fd465c1d50f3d96160,,,wassie,,,,,,,,,0,,,
1175,BiFi,BiFi,0x2791bfd60d232150bff86b39b7146c0eaaa2ba81,,,bifi,1093,beefy.finance,BIFI,$167.92,$13.45M,Financial Services,Yield Services,"['DeFi', 'Governance Token']",25,Protocol,Financial Services,
1176,MBD Financials,MBD,0xaaf449bf8a33a32575c31ba8cbb90612dd95acfa,,,mbd,,,,,,,,,0,,,
1177,Blockchain Certified Data Token,BCDT,0xacfa209fb73bf3dd5bbfb1101b9bc999c49062a5,,,bcdt,,,,,,,,,0,,,
1178,StarHeroes,STAR,0xb299751b088336e165da313c33e3195b8c6663a6,,,star,157,Preon Finance,STAR,$1.00,,Synthetic Assets,Collateral Assets,"['DeFi', 'U.S. Dollar Stablecoin']",43,Synthetic,Collateral Assets,
1179,Akropolis,AKRO,0x8ab7404063ec4dbcfd4598215992dc3f8ec853d7,,,akro,,,,,,,,,0,,,
1180,AI Crypto Marketplace,AICM,0x87904be82bc1c29e94a0b99474d183b4e08a7e47,,,aicm,,,,,,,,,0,,,
1181,Immortal Token,IMT,0xe2616122ed554bd693335e9143c47df187a86ef3,,,imt,,,,,,,,,0,,,
1182,ComboToken,COMBO,0xc03fbf20a586fa89c2a5f6f941458e1fbc40c661,,,combo,,,,,,,,,0,,,
1183,CLever Token,CLEV,0x72953a5c32413614d24c29c84a66ae4b59581bbf,,,clev,,,,,,,,,0,,,
1184,SHIKOKU INU,SHIK,0x24da31e7bb182cb2cabfef1d88db19c2ae1f5572,NEUTRAL,['MEME'],shik,,,,,,,,,0,,,
1185,Bread,BRD,0x558ec3152e2eb2174905cd19aea4e34a23de9ad6,,,brd,,,,,,,,,0,,,
1186,Maps.me Token,MAPS,0x2b915b505c017abb1547aa5ab355fbe69865cc6d,,,maps,,,,,,,,,0,,,
1187,Linear Token,LINA,0x3e9bc21c9b189c09df3ef1b824798658d5011937,NEUTRAL,['Asset Management'],lina,,,,,,,,,0,,,
1188,AIR Token,AIR,0x294b9da569c0d694870239813bbe7b5824fd2339,,,air,1773,Altair,AIR,$0.01,$3.06M,Marketplaces,Lending,,29,Protocol,Marketplaces,
1189,OraiDEX Token,ORAIX,0x2d869ae129e308f94cc47e66eaefb448cee0d03e,,,oraix,,,,,,,,,0,,,
1190,Bubblefong,BBF,0xde075d9adbd0240b4462f124af926452ad0bac91,,,bbf,,,,,,,,,0,,,
1191,DODO,DODO,0x747e550a7b848ace786c3cfe754aa78febc8a022,NEUTRAL,['MEME'],dodo,595,DODO,DODO,$0.05,$50.20M,Marketplaces,Exchange,"['DAO', 'Decentralized Exchange']",100,Protocol,Marketplaces,
1192,DSLA,DSLA,0x3affcca64c2a6f4e3b6bd9c64cd2c969efd1ecbe,,,dsla,,,,,,,,,0,,,
1193,BEFE,BEFE,0x0cc488a3f6c9a569614912e421115995493fdfec,,,befe,,,,,,,,,0,,,
1194,Blockchain Bets,BCB,0x2d886570a0da04885bfd6eb48ed8b8ff01a0eb7e,,,bcb,,,,,,,,,0,,,
1195,Snibbu,SNIBBU,0xaee9ba9ce49fe810417a36408e34d9962b653e78,NEUTRAL,['MEME'],snibbu,,,,,,,,,0,,,
1196,LollyBomb,BOMB,0x6b6ee7393f07b3dd1427b6848d3576f31c313127,,,bomb,,,,,,,,,0,,,
1197,VCGamers,VCG,0x1f36fb2d91d9951cf58ae4c1956c0b77e224f1e9,,,vcg,,,,,,,,,0,,,
1198,Sora Token,XOR,0x40fd72257597aa14c7231a7b1aaa29fce868f677,NEUTRAL,,xor,,,,,,,,,0,,,
1199,gameswap.org,GSWAP,0xaac41ec512808d64625576eddd580e7ea40ef8b2,,,gswap,,,,,,,,,0,,,
1200,Sandclock,QUARTZ,0xba8a621b4a54e61c442f5ec623687e2a942225ef,,,quartz,,,,,,,,,0,,,
1201,Giveth,GIV,0x900db999074d9277c5da2a43f252d74366230da0,,,giv,,,,,,,,,0,,,
1202,YEL Token,YEL,0x7815bda662050d84718b988735218cffd32f75ea,,,yel,,,,,,,,,0,,,
1203,YELToken,YEL,0x949185d3be66775ea648f4a306740ea9eff9c567,,,yel,,,,,,,,,0,,,
1204,Tarot,TAROT,0x837d904a3799c0769079be9ecbaddf1abd4ccd6e,,,tarot,1356,Tarot,tarot,$0.11,$7.16M,,,,100,,,
1205,Wombat Token,WOM,0xc0b314a8c08637685fc3dafc477b92028c540cfb,,,wom,,,,,,,,,0,,,
1206,Boppy The Bat,BOPPY,0xe79031b5aaeb3ee8d0145e3d75b81b36bffe341d,,,boppy,,,,,,,,,0,,,
1207,MCHCoin,MCHC,0xd69f306549e9d96f183b1aeca30b8f4353c2ecc3,,,mchc,,,,,,,,,0,,,
1208,HYDRA,HYDRA,0x96c3530bfd0a906a123a4e26cebb635636b41f9d,,,hydra,,,,,,,,,0,,,
1209,Volumint,vMINT,0xd7b2c1a7f3c67fb0ea57a7ef29bc1f18d7be3195,NEUTRAL,"['Artificial Intelligence', 'Trading']",vmint,,,,,,,,,0,,,
1210,OpenANX,OAX,0x701c244b988a513c945973defa05de933b23fe1d,,,oax,,,,,,,,,0,,,
1211,moda,MODA,0x1117ac6ad6cdf1a3bc543bad3b133724620522d5,,,moda,,,,,,,,,0,,,
1212,ZAP TOKEN,ZAP,0x6781a0f84c7e9e846dcb84a9a5bd49333067b104,,,zap,,,,,,,,,0,,,
1213,DerivaDAO,DDX,0x3a880652f47bfaa771908c07dd8673a787daed3a,,,ddx,,,,,,,,,0,,,
1214,Blueberry,BLB,0x904f36d74bed2ef2729eaa1c7a5b70dea2966a02,NEUTRAL,,blb,,,,,,,,,0,,,
1215,VIDT DAO,VIDT,0x3be7bf1a5f23bd8336787d0289b70602f1940875,,,vidt,,,,,,,,,0,,,
1216,Bag,BAG,0x808688c820ab080a6ff1019f03e5ec227d9b522b,,,bag,,,,,,,,,0,,,
1217,Polkamarkets,POLK,0xd478161c952357f05f0292b56012cd8457f1cfbf,,,polk,,,,,,,,,0,,,
1218,Champignons of Arborethia,CHAMPZ,0x571e21a545842c6ce596663cda5caa8196ac1c7a,,,champz,,,,,,,,,0,,,
1219,Champz,CHAMPZ,0xe07a836f5201a46f376934a8a4a17185df1708c4,,,champz,,,,,,,,,0,,,
1220,Avarik Saga,AVRK,0x607f451f850cb612a07b37b6315be23f55165610,,,avrk,,,,,,,,,0,,,
1221,Nerve Network,NVT,0x7b6f71c8b123b38aa8099e0098bec7fbc35b8a13,,,nvt,,,,,,,,,0,,,
1222,Everyworld,EVERY,0x9afa9999e45484adf5d8eed8d9dfe0693bacd838,,,every,,,,,,,,,0,,,
1223,CSP DAO,NEBO,0x7f0c8b125040f707441cad9e5ed8a8408673b455,,,nebo,,,,,,,,,0,,,
1224,Aether Games,AEG,0xf0187b76be05c1fcaa24f39c0a3aab4434099c4f,,,aeg,,,,,,,,,0,,,
1225,PLANET,PLANET,0x2ad9addd0d97ec3cdba27f92bf6077893b76ab0b,NEUTRAL,['DeFi'],planet,91,Planet Token,planet,$0.0₆824,$716.29K,Synthetic Assets,Real World Assets,,29,Synthetic,Others,
1226,Hop,HOP,0xc5102fe9359fd9a28f877a67e36b0f050d81a3cc,,,hop,52,Hop Protocol,HOP,$0.01,,Cross-Chain Interoperability,Generalized Bridge,"['DAO', 'Governance Token']",100,Protocol,Generalized Bridge,
1227,Synth sEUR,sEUR,0xd71ecff9342a5ced620049e616c5035f1db98620,,,seur,,,,,,,,,0,,,
1228,Cogito Governance Token,CGV,0xaef420fd77477d9dc8b46d704d44dd09d6c27866,,,cgv,188,Cogito Finance,cgv,$0.01,,Synthetic Assets,Real World Assets,['DeFi'],67,Synthetic,Others,
1229,Staked USDX,sUSDX,0x7788a3538c5fc7f9c7c8a74eac4c898fc8d87d92,,,susdx,,,,,,,,,0,,,
1230,UniLend Finance Token,UFT,0x0202be363b8a4820f3f4de7faf5224ff05943ab1,,,uft,,,,,,,,,0,,,
1231,CEREAL,CEP,0x4168bbc34baea34e55721809911bca5baaef6ba6,,,cep,,,,,,,,,0,,,
1232,Dentacoin,Dentacoin,0x08d32b0da63e2c3bcf8019c9c5d849d7a9d791e6,,,dentacoin,,,,,,,,,0,,,
1233,Compound 0x,cZRX,0xb3319f5d18bc0d84dd1b4825dcde5d5f7266d407,,,czrx,,,,,,Synthetic Assets,Collateral Assets,['Liquid Staking'],0,Synthetic,Collateral Assets,
1234,Hakka Finance,HAKKA,0x0e29e5abbb5fd88e28b2d355774e73bd47de3bcd,,,hakka,,,,,,,,,0,,,
1235,HotKeySwap,HOTKEY,0x018dd3a0dd7f213cc822076b3800816d3ce1ed86,,,hotkey,,,,,,,,,0,,,
1236,Quick Intel,QKNTL,0xbcd4d5ac29e06e4973a1ddcd782cd035d04bc0b7,,,qkntl,,,,,,,,,0,,,
1237,Dejitaru Odin,ODIN,0xdfc5964141c018485b4d017634660f85aa667714,,,odin,,,,,,,,,0,,,
1238,Kromatika,KROM,0x3af33bef05c2dcb3c7288b77fe1c8d2aeba4d789,,,krom,,,,,,,,,0,,,
1239,UBX,UBX,0xf5b5efc906513b4344ebabcf47a04901f99f09f3,,,ubx,,,,,,,,,0,,,
1240,B.20,B20,0xc4de189abf94c57f396bd4c52ab13b954febefd8,,,b20,,,,,,,,,0,,,
1241,k21.kanon.art,K21,0xb9d99c33ea2d86ec5ec6b8a4dd816ebba64404af,,,k21,,,,,,,,,0,,,
1242,Jarvis Reward Token,JRT,0x8a9c67fee641579deba04928c4bc45f66e26343a,,,jrt,,,,,,,,,0,,,
1243,ARIVA,ARV,0x79c7ef95ad32dcd5ecadb231568bb03df7824815,,,arv,,,,,,,,,0,,,
1244,CyberDEX,CYDX,0xa0084063ea01d5f09e56ef3ff6232a9e18b0bacd,,,cydx,,,,,,,,,0,,,
1245,DinoLFG,DINO,0x49642110b712c1fd7261bc074105e9e44676c68f,,,dino,775,Coding Dino,dino,$0.00,$30.39M,,,,73,,,
1246,Beta Token,BETA,0xbe1a001fe942f96eea22ba08783140b9dcc09d28,,,beta,,,,,,,,,0,,,
1247,choise.com Token,CHO,0xbba39fd2935d5769116ce38d46a71bde9cf03099,NEUTRAL,['DeFi'],cho,,,,,,,,,0,,,
1248,WaykiCoin,WIC,0x4f878c0852722b0976a955d68b376e4cd4ae99e5,,,wic,,,,,,,,,0,,,
1249,Element,ELMT,0x600d601d8b9eb5de5ac90fefc68d0d08801bfd3f,,,elmt,,,,,,,,,0,,,
1250,Revest,RVST,0x120a3879da835a5af037bb2d1456bebd6b54d4ba,,,rvst,,,,,,,,,0,,,
1251,LilAI,LILAI,0x85cf7f10683c73359e7b06c082eef5851ff2956d,,,lilai,,,,,,,,,0,,,
1252,Velar,VELAR,0x033bbde722ea3cdcec73cffea6581df9f9c257de,,,velar,,,,,,,,,0,,,
1253,CheckDot,CDT,0xcdb37a4fbc2da5b78aa4e41a432792f9533e85cc,,,cdt,,,,,,,,,0,,,
1254,Bware,INFRA,0x013062189dc3dcc99e9cee714c513033b8d99e3c,NEUTRAL,['Technology'],infra,1468,infraX,infra,$5.40,$5.40M,,,,29,,,
1255,XY Token,XY,0x77777777772cf0455fb38ee0e75f38034dfa50de,,,xy,,,,,,,,,0,,,
1256,chainpal,CPAL,0x78965b1c638a7ff408d1697a96d7b8e47bb7c75f,,,cpal,,,,,,,,,0,,,
1257,YieldBricks,YBR,0x9d9535dae62f5f12ab83f1183dca1ead244b0db3,,,ybr,,,,,,,,,0,,,
1258,Elmo,ELMO,0x335f4e66b9b61cee5ceade4e727fcec20156b2f0,,,elmo,,,,,,,,,0,,,
1259,Catalorian,CATALORIAN,0x8baf5d75cae25c7df6d1e0d26c52d19ee848301a,,,catalorian,,,,,,,,,0,,,
1260,Morra,MORRA,0xd9adfb67381d392c6e9671f64cdd9014bfcd74f2,,,morra,,,,,,,,,0,,,
1261,ApeBond,ABOND,0xe6828d65bf5023ae1851d90d8783cc821ba7eee1,,,abond,,,,,,,,,0,,,
1262,Polkaswap,PSWAP,0x519c1001d550c0a1dae7d1fc220f7d14c2a521bb,,,pswap,,,,,,,,,0,,,
1263,Stox,STX,0x006bea43baa3f7a6f765f14f10a1a1b08334ef45,,,stx,77,Stacks,STX,$0.87,$1.35B,Networks,Smart Contract Platform,"['DeFi', 'NFTs']",67,Protocol,Networks,
1264,SparkPoint,SRK,0x0488401c3f535193fa8df029d9ffe615a06e74e6,,,srk,,,,,,,,,0,,,
1265,YAM,YAM,0x0aacfbec6a24756c20d41914f2caba817c0d8521,,,yam,,,,,,,,,0,,,
1266,Aperios,APRS,0x95b4b8cad3567b5d7ef7399c2ae1d7070692ab0d,,,aprs,1989,Apeiron,aprs,$0.01,$2.03M,Metaverse and Gaming,Gaming,"['Game', 'NFTs']",77,Protocol,Metaverse and Gaming,
1267,Deri,DERI,0xa487bf43cf3b10dffc97a9a744cbb7036965d3b9,,,deri,,,,,,,,,0,,,
1268,SashimiToken,SASHIMI,0xc28e27870558cf22add83540d2126da2e4b464c2,,,sashimi,,,,,,,,,0,,,
1269,Unilayer,LAYER,0x0ff6ffcfda92c53f615a4a75d982f399c989366b,,,layer,254,Solayer,LAYER,$1.00,$211M,Mining and Validation,Liquid Staking,"['DeFi', 'Restaking']",83,Protocol,Liquid Staking,
1270,Angola Coin,AGLA,0x1f7e5118521b550bb1a9b435727c003eb033fc51,,,agla,,,,,,,,,0,,,
1271,Three Protocol Token,THREE,0xa059b81568fee88791de88232e838465826cf419,NEUTRAL,['Marketplace'],three,,,,,,,,,0,,,
1272,Standard Token,TST,0xa0b93b9e90ab887e53f9fb8728c009746e989b53,,,tst,565,Test,tst,$0.06,$55.48M,Cryptocurrency,Cryptocurrency,['Meme'],50,Cryptocurrency,Cryptocurrency,
1273,SmartMesh Token,SMT,0x21f15966e07a10554c364b988e91dab01d32794a,,,smt,1372,Swarm Markets,SMT,$0.08,$6.82M,Synthetic Assets,Real World Assets,,57,Synthetic,Others,
1274,Kerosene,KEROSENE,0xf3768d6e78e65fc64b8f12ffc824452130bd5394,,,kerosene,,,,,,,,,0,,,
1275,Fractal Protocol Token,FCL,0xf4d861575ecc9493420a3f5a14f85b13f0b50eb3,,,fcl,,,,,,,,,0,,,
1276,DomRaiderToken,DRT,0x9af4f26941677c706cfecf6d3379ff01bb85d5ab,,,drt,,,,,,,,,0,,,
1277,POLKER,PKR,0x001a8ffcb0f03e99141652ebcdecdb0384e3bd6c,,,pkr,,,,,,,,,0,,,
1278,USD Coin (PoS),USDC,0x566957ef80f9fd5526cd2bef8be67035c0b81130,,,usdc,618,USD Coin Avalanche Bridged (USDC.e),USDC,$1.00,$45.88M,Synthetic Assets,Wrapped Assets,,78,Synthetic,Wrapped Assets,TRUE
1279,Unistake,UNISTAKE,0x9ed8e7c9604790f7ec589f99b94361d8aab64e5e,,,unistake,,,,,,,,,0,,,
1280,Ethernity CLOUD,ECLD,0x0de00d731e7e3339ab44b21db06ad46f494e6431,,,ecld,,,,,,,,,0,,,
1281,DXdao,DXD,0xa1d65e8fb6e87b60feccbc582f7f97804b725521,,,dxd,,,,,,,,,0,,,
1282,Wombat,WOMBAT,0x0c9c7712c83b3c70e7c5e11100d33d9401bdf9dd,,,wombat,,,,,,,,,0,,,
1283,Kroma,KRO,0x25500000d700bbe27104577cccce8eabcc96c8ad,,,kro,,,,,,,,,0,,,
1284,Tamadoge,TAMA,0x12b6893ce26ea6341919fe289212ef77e51688c8,,,tama,,,,,,,,,0,,,
1285,Strong,STRONG,0x990f341946a3fdb507ae7e52d17851b87168017c,,,strong,,,,,,,,,0,,,
1286,Tranche Finance,SLICE,0x0aee8703d34dd9ae107386d3eff22ae75dd616d1,,,slice,,,,,,,,,0,,,
1287,Concentrated Voting Power,CVP,0x38e4adb44ef08f22f5b5b76a8f0c2d0dcbe7dca1,,,cvp,,,,,,,,,0,,,
1288,Aurora,AOA,0x9ab165d795019b6d8b3e971dda91071421305e5a,,,aoa,,,,,,,,,0,,,
1289,Super Trump,STRUMP,0x7039cd6d7966672f194e8139074c3d5c4e6dcf65,NEUTRAL,['MEME'],strump,,,,,,,,,0,,,
1290,SafeMoon Inu,SMI,0xcd7492db29e2ab436e819b249452ee1bbdf52214,,,smi,,,,,,,,,0,,,
1291,HYVE,HYVE,0xd794dd1cada4cf79c9eebaab8327a1b0507ef7d4,,,hyve,,,,,,,,,0,,,
1292,PERQ,PERQ,0x2a414884a549ef5716bc1a4e648d3dc03f08b2cf,,,perq,,,,,,,,,0,,,
1293,MONAI,MONAI,0x8c282c35b5e1088bb208991c151182a782637699,,,monai,,,,,,,,,0,,,
1294,The Force Token,FOR,0x1fcdce58959f536621d76f5b7ffb955baa5a672f,,,for,,,,,,,,,0,,,
1295,Meld,MELD,0x333000333b26ee30214b4af6419d9ab07a450400,,,meld,,,,,,,,,0,,,
1296,Crowns,CWS,0xac0104cca91d167873b8601d2e71eb3d4d8c33e0,,,cws,,,,,,,,,0,,,
1297,Compound ChainLink Token,cLINK,0xface851a4921ce59e912d19329929ce6da6eb0c7,,,clink,,,,,,Synthetic Assets,Collateral Assets,['Liquid Staking'],0,Synthetic,Collateral Assets,
1298,Gather,GTH,0xeb986da994e4a118d5956b02d8b7c3c7ce373674,,,gth,,,,,,,,,0,,,
1299,VCORE,VCORE,0x733b5056a0697e7a4357305fe452999a0c409feb,,,vcore,,,,,,,,,0,,,
1300,DRIP,DRIP,0xb8a914a00664e9361eae187468eff94905dfbc15,,,drip,,,,,,,,,0,,,
1301,PointPay Token,PXP,0x15fa5d3dbd11a831b72b92c1705bc9f801e233cb,,,pxp,,,,,,,,,0,,,
1302,FLIP,FLP,0x3a1bda28adb5b0a812a7cf10a1950c920f79bcd3,,,flp,,,,,,,,,0,,,
1303,MT Token,MT,0x9b4e2b4b13d125238aa0480dd42b4f6fc71b37cc,,,mt,1570,Mint Token,mt,$0.01,$4.46M,,,,86,,,
1304,CoinMerge OS,CMOS,0x87869a9789291a6cec99f3c3ef2ff71fceb12a8e,,,cmos,,,,,,,,,0,,,
1305,Atua AI,TUA,0x791a5c2261823dbf69b27b63e851b7745532cfa2,,,tua,,,,,,,,,0,,,
1306,GGToken,GGTK,0xfa99a87b14b02e2240c79240c5a20f945ca5ef76,,,ggtk,,,,,,,,,0,,,
1307,PILLAR,PLR,0xe3818504c1b32bf1557b16c238b2e01fd3149c17,,,plr,,,,,,,,,0,,,
1308,SMARTCREDIT Token,SMARTCREDIT,0x72e9d9038ce484ee986fea183f8d8df93f9ada13,,,smartcredit,,,,,,,,,0,,,
1309,KittenFinance,KIF,0x177ba0cac51bfc7ea24bad39d81dcefd59d74faa,,,kif,,,,,,,,,0,,,
1310,Holograph Utility Token,HLG,0x740df024ce73f589acd5e8756b377ef8c6558bab,NEUTRAL,,hlg,28,Holograph,hlg,$0.00,$476.97K,Cross-Chain Interoperability,Generalized Bridge,['NFTs'],100,Protocol,Generalized Bridge,
1311,Furucombo,COMBO,0xffffffff2ba8f66d4e51811c5190992176930278,,,combo,,,,,,,,,0,,,
1312,UnoRe,UNO,0x474021845c4643113458ea4414bdb7fb74a01a77,,,uno,,,,,,,,,0,,,
1313,Veloce,VEXT,0xb2492e97a68a6e4b9e9a11b99f6c42e5accd38c7,,,vext,,,,,,,,,0,,,
1314,Decentraweb,DWEB,0xe7f58a92476056627f9fdb92286778abd83b285f,,,dweb,,,,,,,,,0,,,
1315,Linker Coin,LNC,0x6beb418fc6e1958204ac8baddcf109b8e9694966,,,lnc,,,,,,,,,0,,,
1316,QuiverX,QRX,0x6e0dade58d2d89ebbe7afc384e3e4f15b70b14d8,,,qrx,,,,,,,,,0,,,
1317,Civilization,CIV,0x37fe0f067fa808ffbdd12891c0858532cfe7361d,,,civ,,,,,,,,,0,,,
1318,ccCLO,ccCLO,0xccbf1c9e8b4f2cdf3bfba1098b8f56f97d219d53,,,ccclo,,,,,,,,,0,,,
1319,GHOST,GHOST,0x4c327471c44b2dacd6e90525f9d629bd2e4f662c,,,ghost,,,,,,,,,0,,,
1320,Cindicator,CND,0xd4c435f5b09f855c3317c8524cb1f586e42795fa,,,cnd,,,,,,,,,0,,,
1321,Monetha,MTH,0xaf4dce16da2877f8c9e00544c93b62ac40631f16,,,mth,,,,,,,,,0,,,
1322,Free Coin,FREE,0x2f141ce366a2462f02cea3d12cf93e4dca49e4fd,,,free,,,,,,,,,0,,,
1323,AGIX,AGX,0xe2432110c32d0717e33c245fe0cfa2b26c07f47a,,,agx,,,,,,,,,0,,,
1324,AIgentX,AIX,0x40e9187078032afe1a30cfcf76e4fe3d7ab5c6c5,NEUTRAL,['Artificial Intelligence'],aix,,,,,,,,,0,,,
1325,Enjinstarter,EJS,0x96610186f3ab8d73ebee1cf950c750f3b1fb79c2,,,ejs,,,,,,,,,0,,,
1326,BoringDAO,BORING,0xbc19712feb3a26080ebf6f2f7849b417fdd792ca,,,boring,,,,,,,,,0,,,
1327,MARS4,MARS4,0x16cda4028e9e872a38acb903176719299beaed87,,,mars4,,,,,,,,,0,,,
1328,Xaurum,Xaurum,0x4df812f6064def1e5e029f1ca858777cc98d2d81,,,xaurum,,,,,,,,,0,,,
1329,Noggles,NOGS,0x5fa20d59d2a907e5fed9fb80b4a8d9f0d069a48d,,,nogs,,,,,,,,,0,,,
1330,BIXToken,BIX,0x009c43b42aefac590c719e971020575974122803,,,bix,,,,,,,,,0,,,
1331,iQeon,IQN,0x0db8d8b76bc361bacbb72e2c491e06085a97ab31,,,iqn,,,,,,,,,0,,,
1332,GOVI,GOVI,0xeeaa40b28a2d1b0b08f6f97bb1dd4b75316c6107,,,govi,96,Govi,GOVI,$0.01,$226.32K,Synthetic Assets,Indexes,"['DeFi', 'Derivatives']",40,Synthetic,Indexes,
1333,IntrepidToken,INT,0xa2762ba628b962f93498d8893b6e4346140fe96d,,,int,,,,,,,,,0,,,
1334,Nchart Token,CHART,0xf62ac0fcae17f9195280ced4de978313effe2daa,,,chart,,,,,,,,,0,,,
1335,Forest Knight,KNIGHT,0x4455ef8b4b4a007a93daa12de63a47eeac700d9d,,,knight,,,,,,,,,0,,,
1336,DEEPSPACE,DPS,0xb7b1570e26315baad369b8ea0a943b7f140db9eb,,,dps,,,,,,,,,0,,,
1337,BBS,BBS,0xfe459828c90c0ba4bc8b42f5c5d44f316700b430,,,bbs,,,,,,,,,0,,,
1338,Juggernaut DeFi,JGN,0x73374ea518de7addd4c2b624c0e8b113955ee041,,,jgn,,,,,,,,,0,,,
1339,TRAXX,TRAXX,0xd43be54c1aedf7ee4099104f2dae4ea88b18a249,,,traxx,,,,,,,,,0,,,
1340,Caitlyn Jenner,$Jenner,0x482702745260ffd69fc19943f70cffe2cacd70e9,NEUTRAL,,$jenner,,,,,,,,,0,,,
1341,Revomon,REVO,0x155040625d7ae3e9cada9a73e3e44f76d3ed1409,,,revo,,,,,,,,,0,,,
1342,BoohToken,BOOH,0xc18b4c1e0b4d4d0f1e9627f25399f5073079ac3d,,,booh,,,,,,,,,0,,,
1343,PEAKDEFI,PEAK,0x630d98424efe0ea27fb1b3ab7741907dffeaad78,,,peak,,,,,,,,,0,,,
1344,Ooki Token,OOKI,0x0de05f6447ab4d22c8827449ee4ba2d5c288379b,,,ooki,,,,,,,,,0,,,
1345,Swapr,SWPR,0x6cacdb97e3fc8136805a9e7c342d866ab77d0957,,,swpr,,,,,,,,,0,,,
1346,Aurox Token,URUS,0xc6dddb5bc6e61e0841c54f3e723ae1f3a807260b,,,urus,,,,,,,,,0,,,
1347,Saitama Inu,SAITAMA,0x0000e3705d8735ee724a76f3440c0a7ea721ed00,,,saitama,,,,,,,,,0,,,
1348,Moons,MOON,0xb2490e357980ce57bf5745e181e537a64eb367b1,,,moon,1104,r/CryptoCurrency Moons,MOON,$0.12,$13.07M,Consumer Infrastructure,Social Tokens,,100,Protocol,Others,TRUE
1349,MOONs on Ethereum,MOON,0xe1ca72ff3434b131765c62cbcbc26060f7aba03d,,,moon,1371,Black Unicorn Corp.,moon,$0.00,$6.84M,Cryptocurrency,Cryptocurrency,['Meme'],32,Cryptocurrency,Cryptocurrency,TRUE
1350,XYZ Governance Token,XYZ,0x618679df9efcd19694bb1daa8d00718eacfa2883,,,xyz,,,,,,,,,0,,,
1351,ROND Coin,ROND,0x82197d7446a435105d6f3a430d72a6713960e34d,,,rond,,,,,,,,,0,,,
1352,GroveC,GRV,0xf33893de6eb6ae9a67442e066ae9abd228f5290c,,,grv,,,,,,,,,0,,,
1353,eBeat AI,BEATAI,0x1a4e7febd24b6689704b10685857d8b30885f05e,,,beatai,,,,,,,,,0,,,
1354,Rentible,RNB,0x20a62aca58526836165ca53fe67dd884288c8abf,,,rnb,,,,,,,,,0,,,
1355,GASP,GASP,0x736ecc5237b31edec6f1ab9a396fae2416b1d96e,,,gasp,,,,,,,,,0,,,
1356,EUROe Stablecoin,EUROe,0x820802fa8a99901f52e39acd21177b0be6ee2974,,,euroe,,,,,,,,,0,,,
1357,Deployyyyer,DEPLOY,0x3914bdb4130306f80f5d8ee099c180442d19680d,,,deploy,,,,,,,,,0,,,
1358,KleeKai,KLEE,0xa67e9f021b9d208f7e3365b2a155e3c55b27de71,,,klee,,,,,,,,,0,,,
1359,Bent Token,BENT,0x01597e397605bf280674bf292623460b4204c375,,,bent,,,,,,,,,0,,,
1360,YfDAI.finance,Yf-DAI,0xf4cd3d3fda8d7fd6c5a500203e38640a70bf9577,,,yf-dai,,,,,,,,,0,,,
1361,TenXPay,PAY,0xb97048628db6b661d4c2aa833e95dbe1a905b280,,,pay,,,,,,,,,0,,,
1362,EthLend,LEND,0x80fb784b7ed66730e8b1dbd9820afd29931aab03,,,lend,422,Aave [OLD],LEND,$2.68,$96.27M,Marketplaces,Lending,['DeFi'],20,Protocol,Marketplaces,
1363,CocktailBar,COC,0x22b6c31c2beb8f2d0d5373146eed41ab9ede3caf,,,coc,,,,,,,,,0,,,
1364,SPURDO,SPURDO,0x3927fb89f34bbee63351a6340558eebf51a19fb8,NEUTRAL,['MEME'],spurdo,,,,,,,,,0,,,
1365,InceptionLRT restaked ETH,InETH,0xf073bac22dab7faf4a3dd6c6189a70d54110525c,,,ineth,,,,,,,,,0,,,
1366,DeCenter AI,DeAI,0x781db9a4d8ae055571e8796dd4423bc13cee5dd6,,,deai,1175,Zero1 Labs,deai,$0.12,$11.17M,Developer Tooling,Developer Tooling,['A.I.'],40,Protocol,Others,
1367,Black Agnus,FTW,0x306fd3e7b169aa4ee19412323e1a5995b8c1a1f4,,,ftw,,,,,,,,,0,,,
1368,Sheboshis,SHEB,0x5de869e3e62b0fb2c15573246ba3bb3fd97a2275,,,sheb,,,,,,,,,0,,,
1369,DAEX Token,DAX,0x0b4bdc478791897274652dc15ef5c135cae61e60,,,dax,,,,,,,,,0,,,
1370,BlockchainSpace,GUILD,0x83e9f223e1edb3486f876ee888d76bfba26c475a,,,guild,,,,,,,,,0,,,
1371,THAT,THAT,0xd2e57e7019a8faea8b3e4a3738ee5b269975008a,,,that,,,,,,,,,0,,,
1372,Trailblaze,XBLAZE,0x989fa855ce126275bc269e0ec8f04a57b4af02b4,NEUTRAL,,xblaze,,,,,,,,,0,,,
